page_id,line_id,order,crop_path,prediction,reference_draft,confidence,needs_review,num_corrections,reference,human_validated,notes
page_01_canvas_0021,_387c55a6-e695-4f55-904d-41a13c010c82,30,outputs\judicial_demo\page_01_canvas_0021\lines\0030__387c55a6-e695-4f55-904d-41a13c010c82.png,tres seront registrées au gresse dicelle pour souir,tres seront registrées au gresse dicelle pour souir,0.9607797517226293,False,0,tres seront registrees au greffe dicelles pour servir,true,
page_01_canvas_0021,_3528159b-4ae2-4067-9f15-7c1838807f34,33,outputs\judicial_demo\page_01_canvas_0021\lines\0033__3528159b-4ae2-4067-9f15-7c1838807f34.png,& devant jouissent et cesont encore des presant./,& devant jouissent et cesont encore des presant./,0.9762360684725703,False,0,cy devant jouissent et vont encores de present,true,
page_01_canvas_0021,_4039a8cf-8d8e-4e3a-9343-bab5b8f01e1e,35,outputs\judicial_demo\page_01_canvas_0021\lines\0035__4039a8cf-8d8e-4e3a-9343-bab5b8f01e1e.png,Mouse 16,Mouse 16,0.9294307827949524,False,0,Aoust 16,true,
page_01_canvas_0021,_eba79b3c-f605-4460-bde2-813af471e6f1,40,outputs\judicial_demo\page_01_canvas_0021\lines\0040__eba79b3c-f605-4460-bde2-813af471e6f1.png,may miluix cens quarante trois signées tours et,may miluix cent quarante trois signées tours et,0.9620006425927082,False,0,May mil six cens quarante trois signées Louis et,true,
page_01_canvas_0021,_cf8d94be-7de2-4617-93d8-9718a16f4471,42,outputs\judicial_demo\page_01_canvas_0021\lines\0042__cf8d94be-7de2-4617-93d8-9718a16f4471.png,sur lacs de soye rouge et verie du grand seau de vres,sur lacs de soye rouge et verie du grand seau de vres,0.958189274342555,False,0,sur lacs de soye rouges et verte du grand seau de cire,true,
page_01_canvas_0021,_03a89278-157c-4dfd-a431-6f865d55bd76,44,outputs\judicial_demo\page_01_canvas_0021\lines\0044__03a89278-157c-4dfd-a431-6f865d55bd76.png,ledit Saigneur aurort contirme et appronvé a Me,ledit Saigneur aurort contirme et appronvé a Me,0.9564915088315805,False,0,ledit Seigneur auroit confirmé et approuvé a Me,true,
page_01_canvas_0021,_2dd8fc53-0c47-4c18-a24b-c25164709b77,47,outputs\judicial_demo\page_01_canvas_0021\lines\0047__2dd8fc53-0c47-4c18-a24b-c25164709b77.png,"de l'engagiste du comte de corbert, et en ce saisant","de l'engagiste du comte de corbert, et en ce saisant",0.97957599736177,False,0,"de l'engagiste du comté de corbeil, et en ce faisant",true,
page_01_canvas_0021,_06e812a1-b06d-4808-bb8c-c18e73495d59,49,outputs\judicial_demo\page_01_canvas_0021\lines\0049__06e812a1-b06d-4808-bb8c-c18e73495d59.png,ses enctes et uny et icorporés le sues du pressoir,ses enctes et uny et icorporés le sues du pressoir,0.9665572058920767,False,0,ses enclos et vny et incorporés le fief du pressoir,true,
page_02_canvas_0022,_b80cf641-445b-4af0-b04c-974d7a34e680,0,outputs\judicial_demo\page_02_canvas_0022\lines\0000__b80cf641-445b-4af0-b04c-974d7a34e680.png,Moust,Moust,0.9524341583251953,True,0,Aoust,true,
page_02_canvas_0022,_ba85d449-95b0-4d29-afaa-105ec017b7f0,2,outputs\judicial_demo\page_02_canvas_0022\lines\0002__ba85d449-95b0-4d29-afaa-105ec017b7f0.png,navant la tenir et passeder par lay et ses successeurs,navant la tenir et passeder par lay et ses successeurs,0.9821341070863936,False,0,navant la tenir et posseder par luy et ses successeurs,true,
page_02_canvas_0022,_927dec33-f876-4ada-9255-590d30bccb7e,5,outputs\judicial_demo\page_02_canvas_0022\lines\0005__927dec33-f876-4ada-9255-590d30bccb7e.png,soir cheureau sous les nom du siest terre et seig^re,soir cheureau sous les nom du siest terre et seig^re,0.949973789545206,False,0,Joir cheveau sous le nom du fief terre et Seignrie,true,
page_02_canvas_0022,_b18021eb-9e05-4c58-8d2d-e604af94269f,7,outputs\judicial_demo\page_02_canvas_0022\lines\0007__b18021eb-9e05-4c58-8d2d-e604af94269f.png,dudit saigneur Roy arne seutes soy et hommage,dudit saigneur Roi arne seutes soy et hommage,0.9773555371496413,False,0,dudit Seigneur Roy arme seules foy et hommage,true,
page_02_canvas_0022,_a4712671-d496-4e7f-9b77-da831f113b7b,9,outputs\judicial_demo\page_02_canvas_0022\lines\0009__a4712671-d496-4e7f-9b77-da831f113b7b.png,Auflice luy appartiendroit a cause diceluy come,Auflice luy appartiendroit a cause diceluy come,0.9603613133126117,False,0,Justice luy appartiendroi a cause dicelluy comte,true,
page_02_canvas_0022,_70a9d2a3-d774-4c5a-817a-ec2e7a098659,12,outputs\judicial_demo\page_02_canvas_0022\lines\0012__70a9d2a3-d774-4c5a-817a-ec2e7a098659.png,devant les prevost du dit corbeit aisy que saisoient,devant les prevost du dit corbeit aisy que saisoient,0.9784060120582581,False,0,devant les prevosté dudit corbeil ainsy que sçavoient,true,
page_02_canvas_0022,_a8a4c8a1-296a-403f-9fd0-0794ab4f9fe0,14,outputs\judicial_demo\page_02_canvas_0022\lines\0014__a8a4c8a1-296a-403f-9fd0-0794ab4f9fe0.png,seroit tene saire les soy et hommage et baitler,seroit tene saire les soy et hommage et baitler,0.9779348094412621,False,0,seroit tenu faire les foy et hommage et bailler,true,
page_02_canvas_0022,_f774c56c-cde0-4848-a9da-c094dae59cca,17,outputs\judicial_demo\page_02_canvas_0022\lines\0017__f774c56c-cde0-4848-a9da-c094dae59cca.png,"et Sardaux selon la constume de la ville, prevoste","et Sardaux selon la constume de la ville, prevoste",0.9483614563941956,False,0,"et Avodaux selon la coustumes de la ville, preuosté",true,
page_02_canvas_0022,_9a3f8a43-f89b-44c9-9bb3-e3ab48cd316f,19,outputs\judicial_demo\page_02_canvas_0022\lines\0019__9a3f8a43-f89b-44c9-9bb3-e3ab48cd316f.png,de ban et arriere ban quand il plaira audit sec,de ban et arriere ban quand il plaira audit sec,0.9948535954698603,False,0,de ban et arriere ban quand il plaira audit Sei,true,
page_02_canvas_0022,_19ae3c4a-5a32-4db7-a584-dd2496848059,21,outputs\judicial_demo\page_02_canvas_0022\lines\0021__19ae3c4a-5a32-4db7-a584-dd2496848059.png,sergneurs que luy et ledit engagiste ny aussant,sergneurs que luy et ledit engagiste ny aussant,0.9667923558265605,False,0,Seigneurs que luy et ledit Engagiste ny eussent,true,
page_02_canvas_0022,_003bdbc6-a12d-4b96-b38f-08e06cf81aae,24,outputs\judicial_demo\page_02_canvas_0022\lines\0024__003bdbc6-a12d-4b96-b38f-08e06cf81aae.png,"mivon a sin deccrificanon desdites teuves, conclusons","mivon a sin deccrificanon desdites teuves, conclusons",0.9557685913904658,False,0,"Mison a fin de verification desdites lettres, conclusions",true,
page_02_canvas_0022,_bd9b3774-6bc4-425b-8dd6-59fd0124e73c,28,outputs\judicial_demo\page_02_canvas_0022\lines\0028__bd9b3774-6bc4-425b-8dd6-59fd0124e73c.png,Ladute cour avant proceder a la verisication desd^t,Ladute cour avant proceder a la verisication desd^t,0.9762004467786527,False,0,Ladite cour avant proceder a la verification desd.,true,
page_02_canvas_0022,_a065778c-23fc-4979-8091-44c3312f9e40,30,outputs\judicial_demo\page_02_canvas_0022\lines\0030__a065778c-23fc-4979-8091-44c3312f9e40.png,muniguées aux osticiers de corbert et autres qui,muniguées aux osticiers de corbert et autres qui,0.9898363777569362,False,0,muniquees aux officiers de corbeil et autres qui,true,
page_02_canvas_0022,_36f85b4b-5ea5-4bf5-8871-c357938b95a2,33,outputs\judicial_demo\page_02_canvas_0022\lines\0033__36f85b4b-5ea5-4bf5-8871-c357938b95a2.png,donne ce qu'it appartiendra./,donne ce qu'it appartiendra./,0.9790294293699593,False,0,donné ce qui il appartiendra,true,
page_02_canvas_0022,_396915a3-9531-4f2d-b3a4-ba6b9bcfe605,35,outputs\judicial_demo\page_02_canvas_0022\lines\0035__396915a3-9531-4f2d-b3a4-ba6b9bcfe605.png,d'aoust 1673. du matin.,d'aoust 1673. du matin.,0.9852797103964764,False,0,d'aoust 1643. du matin.,true,
page_02_canvas_0022,_744ebe3d-500d-4571-a509-fec0cb57627b,38,outputs\judicial_demo\page_02_canvas_0022\lines\0038__744ebe3d-500d-4571-a509-fec0cb57627b.png,monies au parques des huisurers demandoit a parter,monies au parques des huisurers demandoit a parter,0.9626605772972107,False,0,monies au parquet des huissiers demandoit a parler,true,
page_02_canvas_0022,_bc261c54-3082-4593-b025-55054739d36e,40,outputs\judicial_demo\page_02_canvas_0022\lines\0040__bc261c54-3082-4593-b025-55054739d36e.png,ayant pris places entres.Mossieurs des thetis et Bon,ayant pris places entres.Mossieurs des thetis et Bon,0.9565288733977538,False,0,ayant pris place entre Messieurs des Thelis et Gon,true,
page_02_canvas_0022,_4d0f806e-adc1-465c-a3f5-b7b0371db5e2,42,outputs\judicial_demo\page_02_canvas_0022\lines\0042__4d0f806e-adc1-465c-a3f5-b7b0371db5e2.png,charge du dic soignaur Roy prier la cour assistere,charge du dic soignaur Roi prier la cour assistere,0.9513044965267181,False,0,"chargé dudit Seigneur Roy, prier la cour assister",true,
page_02_canvas_0022,_6d5cfd4b-e5aa-4fcb-88ad-96046503205d,45,outputs\judicial_demo\page_02_canvas_0022\lines\0045__6d5cfd4b-e5aa-4fcb-88ad-96046503205d.png,"de tavitle et chasteau de thionuilles, et aprosente","de tavitle et chasteau de thionuilles, et aprosente",0.9446159788206512,False,0,"de la ville et chasteau de Thionvilles, et a presente",true,
page_02_canvas_0022,_9f446434-8a87-4e21-a53c-83a579d1acf3,47,outputs\judicial_demo\page_02_canvas_0022\lines\0047__9f446434-8a87-4e21-a53c-83a579d1acf3.png,teneur ansuris,teneur ansuris,0.8290584640843528,False,0,teneur ensuit,true,
page_03_canvas_0023,_3baade23-906b-4a8a-bf16-9b19425aaeea,0,outputs\judicial_demo\page_03_canvas_0023\lines\0000__3baade23-906b-4a8a-bf16-9b19425aaeea.png,Moust,Moust,0.9085883498191833,True,0,Aoust,true,
page_03_canvas_0023,_968a1de4-4b27-49d6-9f24-002a32320b60,3,outputs\judicial_demo\page_03_canvas_0023\lines\0003__968a1de4-4b27-49d6-9f24-002a32320b60.png,nous arauy de sou Roy nostre tres honoré segneur,nous arauy de sou Roi nostre tres honoré segneur,0.9669754055081582,False,0,nous avons le Bon Roy nostre tres honoré Seigneur,true,
page_03_canvas_0023,_fd3877d1-41b0-4317-be75-47395ede2e59,5,outputs\judicial_demo\page_03_canvas_0023\lines\0005__fd3877d1-41b0-4317-be75-47395ede2e59.png,"cussions par du le bonheur qui l'accompagnoit, dieu","cussions par du le bonheur qui l'accompagnoit, dieu",0.9882829656787947,False,0,"cussions perdu le bonheur qui l'accompagnoit, Dieu",true,
page_03_canvas_0023,_4717ef5f-d419-4011-afb9-254c2a192dab,8,outputs\judicial_demo\page_03_canvas_0023\lines\0008__4717ef5f-d419-4011-afb9-254c2a192dab.png,conduites des nostres trescher et tres amés cousine,conduites des nostres trescher et tres amés cousine,0.9880854728130194,False,0,conduitte de nostre trescher et tres ame cousin,true,
page_03_canvas_0023,_4f9edcad-a4fe-4983-abb6-95f1cc14afe2,10,outputs\judicial_demo\page_03_canvas_0023\lines\0010__4f9edcad-a4fe-4983-abb6-95f1cc14afe2.png,"nus par cet heureux progrez, que commesit be","nus par cet heureux progrez, que commesit be",0.9705631177533757,False,0,"mis par cet heureux progres, que comme il be",true,
page_03_canvas_0023,_3eec054c-92d0-48f6-8266-e47439c774a8,13,outputs\judicial_demo\page_03_canvas_0023\lines\0013__3eec054c-92d0-48f6-8266-e47439c774a8.png,savorables au desir que nous avons d'aviner a la,savorables au desir que nous avons d'aviner a la,0.9554659047474464,False,0,favorables au desir que nous avons d'arriver a la,true,
page_03_canvas_0023,_3ef47cff-5bab-4370-97e3-509433edc1be,15,outputs\judicial_demo\page_03_canvas_0023\lines\0015__3ef47cff-5bab-4370-97e3-509433edc1be.png,nions a soutainer devoir ses atsaires de tous les,nions a soutainer devoir ses atsaires de tous les,0.9485937533329944,False,0,nous a souhaitter devoir les affaires de tous les,true,
page_03_canvas_0023,_6bb20cb0-72ea-4550-b9e9-826fcccc201e,18,outputs\judicial_demo\page_03_canvas_0023\lines\0018__6bb20cb0-72ea-4550-b9e9-826fcccc201e.png,bonte pour les nouveaux temoignages quelle,bonte pour les nouveaux temoignages quelle,0.9821032654671442,False,0,bontés pour les nouveaux tesmoignages quitte,true,
page_03_canvas_0023,_1eb2b518-b340-4a98-abc1-995388e35d06,20,outputs\judicial_demo\page_03_canvas_0023\lines\0020__1eb2b518-b340-4a98-abc1-995388e35d06.png,"et haurenserreduction de Thionuille, et brenque","et haurenserreduction de Thionuille, et brenque",0.9876184653728566,False,0,"et heureuse reduction de Thionvilles, et bien que",true,
page_03_canvas_0023,_9937f8a4-f30b-4c82-a07c-e9468aa7fd63,23,outputs\judicial_demo\page_03_canvas_0023\lines\0023__9937f8a4-f30b-4c82-a07c-e9468aa7fd63.png,reduit nosennenis luy enrendroit la poise plus,reduit nosennenis luy enrendroit la poise plus,0.9848999186702396,False,0,reduit nos ennemis luy en rendroit la prise plus,true,
page_03_canvas_0023,_22fe2f1d-9bcd-40ab-a869-038afeaf5aec,27,outputs\judicial_demo\page_03_canvas_0023\lines\0027__22fe2f1d-9bcd-40ab-a869-038afeaf5aec.png,tance et pour sa sorirfication et pour son assiede,tance et pour sa sorirfication et pour son assiede,0.9650337284803391,False,0,"tance et pour sa fortification et pour son assiette,",true,
page_03_canvas_0023,_831f3eaa-5682-4992-bd0b-0b0c619affcb,30,outputs\judicial_demo\page_03_canvas_0023\lines\0030__831f3eaa-5682-4992-bd0b-0b0c619affcb.png,nonuelles forces que sans un prompt et sauvralle,nonuelles forces que sans un prompt et sauvralle,0.9593023248016834,False,0,nouvelles forces que sans un prompt et favorable,true,
page_03_canvas_0023,_6535e888-4cb1-43dd-802d-555b97fb8738,32,outputs\judicial_demo\page_03_canvas_0023\lines\0032__6535e888-4cb1-43dd-802d-555b97fb8738.png,meures qu'a leur veüe eue peust estre si ton,meures qu'a leur veüe eue peust estre si ton,0.9646517925792271,False,0,meure qu'a leur veüe elle peust estre si tost,true,
page_03_canvas_0023,_adc5b6b8-d066-424c-8083-bdb079e0a435,35,outputs\judicial_demo\page_03_canvas_0023\lines\0035__adc5b6b8-d066-424c-8083-bdb079e0a435.png,a dieu de vous connier par la duis de la Reyne-,a dieu de vous connier par la duis de la Reine-,0.9633382432004238,False,0,a dieu de vous convier par laduis de la Reyne,true,
page_03_canvas_0023,_7f8f5cff-e6eb-40ef-8c5b-1b34a6876206,37,outputs\judicial_demo\page_03_canvas_0023\lines\0037__7f8f5cff-e6eb-40ef-8c5b-1b34a6876206.png,ver enrobbes rougas et au plus grand nombres,ver enrobbes rougas et au plus grand nombres,0.9896625808694146,False,0,uer en robbes rouges et au plus grand nombre,true,
page_03_canvas_0023,_0e1be28f-b0cb-4beb-bbe7-9576e87d8dac,40,outputs\judicial_demo\page_03_canvas_0023\lines\0040__0e1be28f-b0cb-4beb-bbe7-9576e87d8dac.png,a cinq heures apresmidy pour assister au se,a cinq heures apresmidy pour assister au se,0.9691716446432956,False,0,a cinq heures apres midy pour assister au Te,true,
page_03_canvas_0023,_59aff565-eecc-490e-b151-350d24698011,42,outputs\judicial_demo\page_03_canvas_0023\lines\0042__59aff565-eecc-490e-b151-350d24698011.png,avxi la solemnité et reverence danes avne,avxi la solemnité et reverence danes avne,0.929980911669277,False,0,avec la solemnité et venerence deüe a une,true,
page_03_canvas_0023,_019ab526-5790-4db8-bdf8-16ecff342970,45,outputs\judicial_demo\page_03_canvas_0023\lines\0045__019ab526-5790-4db8-bdf8-16ecff342970.png,nous promeitans de la denction que vous avex,nous promeitans de la denction que vous avex,0.9541579200462862,False,0,nous promettans de la devotion que vous avez,true,
page_03_canvas_0023,_4aeef18e-d70f-47b6-95c2-41496f5d583b,47,outputs\judicial_demo\page_03_canvas_0023\lines\0047__4aeef18e-d70f-47b6-95c2-41496f5d583b.png,"services, nous nevous en sarons ceue teure plus","services, nous nevous en sarons ceue teure plus",0.9595256378041938,False,0,"Services, nous ne vous en ferons cette lettre plus",true,
page_03_canvas_0023,_35dc20e7-3fe6-474d-aba6-4c82bbfb2f5c,50,outputs\judicial_demo\page_03_canvas_0023\lines\0050__35dc20e7-3fe6-474d-aba6-4c82bbfb2f5c.png,et nlus bas de guenegautt.,et nlus bas de guenegautt.,0.9106867187298261,False,0,et plus bas de Guenegault.,true,
page_04_canvas_0024,_2c897388-0967-43ef-8633-7f35a09d1155,0,outputs\judicial_demo\page_04_canvas_0024\lines\0000__2c897388-0967-43ef-8633-7f35a09d1155.png,Aoust.,Aoust.,0.9826602041721344,True,0,Aoust,true,
page_04_canvas_0024,_c2f71a6c-dfe9-43ee-9cc0-c3a666d5f682,2,outputs\judicial_demo\page_04_canvas_0024\lines\0002__c2f71a6c-dfe9-43ee-9cc0-c3a666d5f682.png,mier president a dit audit de Roddes que sa,mier president a dit audit de Roddes que sa,0.9738736984341644,False,0,mier president a dit audit de Roddes que la,true,
page_04_canvas_0024,_c2a1e559-85a7-478f-9bfb-ddc9115a3d39,5,outputs\judicial_demo\page_04_canvas_0024\lines\0005__c2a1e559-85a7-478f-9bfb-ddc9115a3d39.png,A este arreste que nessieurs sassemblaront ce,A este arreste que nessieurs sassemblaront ce,0.975024856461419,False,0,A ceste arresté que Messieurs s'assembleront ce,true,
page_04_canvas_0024,_fe270102-a211-40c7-a64c-8534b5a8a05f,7,outputs\judicial_demo\page_04_canvas_0024\lines\0007__fe270102-a211-40c7-a64c-8534b5a8a05f.png,"heures des relence, a estés ladite leure porter","heures des relence, a estés ladite leure porter",0.9686191913982233,False,0,"heures de relevée, a ceste ladite lettre portée",true,
page_04_canvas_0024,_2f222190-63bf-412e-91a7-c6c033194af5,9,outputs\judicial_demo\page_04_canvas_0024\lines\0009__2f222190-63bf-412e-91a7-c6c033194af5.png,phelippeaux consailler du Roy en taditr coune,phelippeaux consailler du Roi en taditr coune,0.9389281498061286,False,0,phelippeaux conseiller du Roy en ladite cour,true,
page_04_canvas_0024,_10b41c80-33af-404f-b1c7-fd0366a26a35,11,outputs\judicial_demo\page_04_canvas_0024\lines\0011__10b41c80-33af-404f-b1c7-fd0366a26a35.png,"charge du conseit, et ont ene a duertis dudit ar","charge du conseil, et ont ene a duertis dudit ar",0.9640223011374474,False,1,"chargé du conseil, et ont este advertis dudit ar",true,
page_04_canvas_0024,_c869d0fb-de29-4934-9a10-7c0839174b5f,14,outputs\judicial_demo\page_04_canvas_0024\lines\0014__c869d0fb-de29-4934-9a10-7c0839174b5f.png,1693. du masin,1693. du masin,0.9794327616691589,False,0,1643. du matin,true,
page_04_canvas_0024,_186798f9-694b-46e3-af9a-c2e961c81962,16,outputs\judicial_demo\page_04_canvas_0024\lines\0016__186798f9-694b-46e3-af9a-c2e961c81962.png,sieurs prendens et consailler. des enquestes les,sieurs prendens et consailler. des enquestes les,0.969358374675115,False,0,Tieurs presidons et conseillers des Enquestes les,true,
page_04_canvas_0024,_93ac79e3-e9d4-4751-adbd-2858da8558c2,18,outputs\judicial_demo\page_04_canvas_0024\lines\0018__93ac79e3-e9d4-4751-adbd-2858da8558c2.png,haryant tin d'eux a dit qu'ils supplivrent ta cour,haryant tin d'eux a dit qu'ils supplivrent ta cour,0.9218517190217972,False,0,Gayant Vin deux a dit qu'ils supploient la cour,true,
page_04_canvas_0024,_8003ad0c-b8e9-4509-9972-793241671afb,20,outputs\judicial_demo\page_04_canvas_0024\lines\0020__8003ad0c-b8e9-4509-9972-793241671afb.png,entendre ce quit avont faut au sujet des droits,entendre ce quit avont faut au sujet des droits,0.9885267792864049,False,0,entendre ce qu'il avoit saut au sujet des droits,true,
page_04_canvas_0024,_2be1accc-f110-41fb-9549-94c801699224,27,outputs\judicial_demo\page_04_canvas_0024\lines\0027__2be1accc-f110-41fb-9549-94c801699224.png,n'estoit tordre de s'assembler sans estre man,n'etait tordre de s'assembler sans estre man,0.9879638446701897,False,0,n'estoit l'ordre de s'assembler sans estre man,true,
page_04_canvas_0024,_a050c1a7-e573-45a8-9b5b-ce0cbda70b00,29,outputs\judicial_demo\page_04_canvas_0024\lines\0029__a050c1a7-e573-45a8-9b5b-ce0cbda70b00.png,serer de cette assaire lesquels n'avoient encore,serer de cette assaire lesquels n'avaient encore,0.9807885152598222,False,0,sové de cettes affaires lesquels n'avoient encore,true,
page_04_canvas_0024,_46fad1f3-b3d8-434a-afa0-49a08310d33f,31,outputs\judicial_demo\page_04_canvas_0024\lines\0031__46fad1f3-b3d8-434a-afa0-49a08310d33f.png,les gans du Roy n'anoient encore asseane ront,les gans du Roi n'anoient encore asseane ront,0.9576791048049926,False,0,les gens du Roy n'avoient encore effectué tout,true,
page_04_canvas_0024,_d74ee6e4-1bfe-48d7-a67b-313d59448056,33,outputs\judicial_demo\page_04_canvas_0024\lines\0033__d74ee6e4-1bfe-48d7-a67b-313d59448056.png,cectrer et qu'au plustost il y seroit aduisé ; et,cectrer et qu'au plustost il y seroit aduisé ; et,0.9582567596435547,False,0,"cedier et qu'au plustost il y seroit admise, et",true,
page_04_canvas_0024,_7accb06c-acb0-49cf-a42d-d7d779c0f19a,36,outputs\judicial_demo\page_04_canvas_0024\lines\0036__7accb06c-acb0-49cf-a42d-d7d779c0f19a.png,a sonne que tous nis dits sieurs se sont retirez.,a sonne que tous nis dits sieurs se sont retirez.,0.9542689420738999,False,0,a sommé que tous mesdits sieurs se sont retirez,true,
page_04_canvas_0024,_3fc870fb-644c-4bf9-a0c9-10835cd73896,38,outputs\judicial_demo\page_04_canvas_0024\lines\0038__3fc870fb-644c-4bf9-a0c9-10835cd73896.png,Dudit jour dixhuit ienne dud.,Dudit jour dixhuit ienne dud.,0.9875129584608406,False,0,Dudit jour dixhuitiesme dud.,true,
page_04_canvas_0024,_3b39caee-82fd-405f-81eb-c9eda6f516d9,40,outputs\judicial_demo\page_04_canvas_0024\lines\0040__3b39caee-82fd-405f-81eb-c9eda6f516d9.png,jesjour derrelence nossieurs assemblez en ta,jesjour derrelence nossieurs assemblez en ta,0.9417198307134889,False,0,ce jour de relevée Messieurs assemblez enta,true,
page_04_canvas_0024,_fb409704-8c6b-4c69-95b6-c5a8bf12a4fb,42,outputs\judicial_demo\page_04_canvas_0024\lines\0042__fb409704-8c6b-4c69-95b6-c5a8bf12a4fb.png,res cinq heures des reteuce les huisners et archers,res cinq heures des reteuce les huisners et archers,0.9361799201544594,False,0,les cinq heures de relevée les huissiers et archers,true,
page_04_canvas_0024,_d1b0995d-db57-4884-8c6b-e0a233b83068,45,outputs\judicial_demo\page_04_canvas_0024\lines\0045__d1b0995d-db57-4884-8c6b-e0a233b83068.png,les prenier president et Monneur tespresident,les prenier president et Monneur tespresident,0.9623940580421024,False,0,le premier president et Monsieur le president,true,
page_04_canvas_0024,_0d43f266-dcd4-40e7-8aa2-81c2cebc4272,47,outputs\judicial_demo\page_04_canvas_0024\lines\0047__0d43f266-dcd4-40e7-8aa2-81c2cebc4272.png,"enlhglise nostre dame desparis, et ont avsissé","enlhglise nostre dame desparis, et ont avsissé",0.9071006984152692,False,0,"en l'Eglise nostre dame de paris, et ont assisté",true,
page_05_canvas_0025,_09fd0ee4-8816-4491-90fd-adce16685b25,0,outputs\judicial_demo\page_05_canvas_0025\lines\0000__09fd0ee4-8816-4491-90fd-adce16685b25.png,Aousi,Aousi,0.9181564807891845,True,0,Aoust,true,
page_05_canvas_0025,_5dee266d-ea71-4a31-a84d-3dfbc82a2d69,2,outputs\judicial_demo\page_05_canvas_0025\lines\0002__5dee266d-ea71-4a31-a84d-3dfbc82a2d69.png,pour la prive et reduttion de la roitte et chastrau,pour la prive et reduttion de la roitte et chastrau,0.9571536639157463,False,0,pour la prise et reduction de la ville et chasteau,true,
